2.3062734603881836, 2.848926067352295, 1.017473578453064, 1.309, -0.000, 2.548
-2.3062734603881836, 2.848926067352295, 1.017473578453064, 1.309, -0.000, -2.548
0.000, 2.400, 1.600, 1.047, 0.000, 3.119
2.0756461143493654,2.8040334606170654,1.0757262206077576,1.2828,-0.0,2.6051
1.8450187683105468,2.759140853881836,1.1339788627624512,1.2566,-0.0,2.6622
1.6143914222717284,2.7142482471466063,1.1922315049171448,1.2304,-0.0,2.7193
1.38376407623291,2.6693556404113767,1.2504841470718384,1.2042,-0.0,2.7764
1.1531367301940918,2.6244630336761476,1.308736789226532,1.178,-0.0,2.8335
0.9225093841552734,2.579570426940918,1.3669894313812256,1.1518,-0.0,2.8906
0.691882038116455,2.5346778202056885,1.4252420735359193,1.1256,-0.0,2.9477
0.4612546920776366,2.489785213470459,1.4834947156906129,1.0994,-0.0,3.0048000000000004
-2.0756461143493654,2.8040334606170654,1.0757262206077576,1.2828,-0.0,-2.6051
-1.8450187683105468,2.759140853881836,1.1339788627624512,1.2566,-0.0,-2.6622
-1.6143914222717284,2.7142482471466063,1.1922315049171448,1.2304,-0.0,-2.7193
-1.38376407623291,2.6693556404113767,1.2504841470718384,1.2042,-0.0,-2.7764
-1.1531367301940918,2.6244630336761476,1.308736789226532,1.178,-0.0,-2.8335
-0.9225093841552734,2.579570426940918,1.3669894313812256,1.1518,-0.0,-2.8906
-0.691882038116455,2.5346778202056885,1.4252420735359193,1.1256,-0.0,-2.9477
-0.4612546920776366,2.489785213470459,1.4834947156906129,1.0994,-0.0,-3.0048000000000004
