uid,aesthetic_score
889a1d2e42414654b3902118879e71bc,4.294044494628906
b8a6a74d9a1342c386b26bd38860e655,4.806796550750732
03b6bb0134d44bfbb0c9778d21e809d1,4.692466735839844
5b2b67676df243168794381c1dd082c1,4.467577934265137
e4a2ced3b8f84e97b767c50fec3e278d,4.410223484039307
2644dcb7d463407c8656a91159612492,4.249768733978272
c705a625f57443d5ad3fbcc6f768e24b,4.523839473724365
2ef2c73bd5574d1ab24e45967de7ed46,4.036228656768799
491d2fe07dd54ed88aa38bc2006e054a,4.607310771942139
80ceaef0d99f473fb04efe7d0f51cbab,3.903218507766724
63df67fc31554ddf8de6f74ab4d49dbc,3.96081805229187
67703bd056a249f2a11e84e767992f60,4.383902072906494
4dc3468b35c947809c6811359686c64c,4.299591541290283
b6f2601be9cf4469ae65e058424af387,4.1319098472595215
28e0eebebe8f4f368fe7beb8676cedb1,4.108747005462647
da8efc70f6f4411dbaca3928136d7bcc,4.471267223358154
e7304ec85afb4f1f82ddb1c38ff2b946,4.404678821563721
0848d874fe334991962d88f710ddc37a,4.243683815002441
afc47f1562bd4e0eabb2bb3cd28ceeac,4.470627784729004
aaca2e65a4a74bd6b3df5914c9685921,4.149064540863037
114be955acc2482495447ffe1c9bcb46,4.241649627685547
858ac3af720f4d819158b3ef0e96b073,4.6346755027771
2abcb0c814844a2bae99b6f23a61d895,4.617984771728516
80d8bb1151354a479aae5af86ad17e30,4.53876256942749
15e8e953222249e2b2a89d4746dd4304,4.1917243003845215
2733ed46bd404c23a6c429d8134a4a77,4.490769863128662
7c13190931df4b67a412b759ec51977d,4.509027004241943
369e57c8a4b14d98a67a7fa0ca66dd40,4.268520355224609
21ca8a1430df4d91a932c11a06ff7a4b,4.079342365264893
ba668ae7ef854945959dba6a30ddc6fc,4.313083171844482
874380955fbe4369b74206cf792451d1,4.75404691696167
cf98b0d44de1408cbdc0a78e7881b282,4.291675090789795
77c0ae725eb549d1b0e57968a29726ec,4.66205358505249
cb3838d8c67548c3a108945fb2fc479a,4.660079002380371
cb9f00ddd0cb42e184478bf3b1535e72,4.357491970062256
37dca2ae0acc4697a917688e8114cdff,4.712289333343506
ab7e33acddee42d1a3e28198163e6629,4.150290012359619
6a7a77caca23487d8020fcc688bef662,4.248275279998779
abbc2b24d7a940db83fbd8205c47bdee,4.245438098907471
f544a50fdc554a31a01222956bdd9702,4.5995774269104
7701a863acbb4111b12f296d2f3acf82,4.680111408233643
71791636dea44ece9b050d29add59bfb,4.416895866394043
cd8bb27c4a8f43368366f6457164909e,4.465630531311035
63c4fdd3a8044a489e87d7413a744c4a,4.090536594390869
8288f7b52231463c97f4689071e4abc0,4.671099662780762
ArC5hdRnKQSKoonDWPtOu6BuPsJ,4.545803546905518
a43521911cd14506ae4fe3f0255b3a09,4.214208126068115
3500e52341194c94b51b73edd260c662,4.4073100090026855
9e5385bb938f44b58e65cfede8f779ba,4.82979154586792
3edd43c442c141558c6ff2268e335757,4.415304660797119
157500195c114accb127131249799919,4.687652587890625
3dae6d65cf134ff4b428a88ed8883044,4.370875835418701
b27d1d0d97df4b28abcdff83b98d8c04,4.318388938903809
05163bc8c5b7409aa0eed32d060ba9de,4.334683895111084
31c2ce5ed746407f912315bf2f7e6de7,4.026133060455322
4858943cdea14fee84fcf9a85b306e55,3.936619520187378
94ba52c4a2cf4bd3831720acc211222b,4.517847537994385
b77a8bd14e1240d79f6fe6a1f165a117,3.981622457504273
470ec5d0425c49f8acdf15d8d0a197c0,4.159571647644043
e920d25974ae4e62953f2a92e0cc6e48,4.231215953826904
549525707456480195cf7329306fc3f0,4.206210613250732
5227b18ba22e45d6af7f1307751eb17f,4.762633800506592
e55c816dd2534c42b08d0a1b8a126c75,4.54611873626709
755daa83f9a24aababc24744cf5d1274,4.443650722503662
fb31902f63a940efb0c4d53ce81da835,4.225636959075928
8780067653804460a0c792c91ed2bbf5,4.498020172119141
c8a22e285d074fb5b7fd5eafb31ae5b8,4.5499653816223145
e70d086070ad48499bc5c4d5e12b9638,4.452743053436279
052c74fdfee14ae0b53db1eb768fa3e1,4.298053741455078
f0bde9408bbe4eb29d4960d8e57726d9,4.6039137840271
187428e81544404796ba44703c58b56e,4.0130534172058105
5245fcf75ab644da93e2cf3a3768e278,4.683454036712647
37482cc0166a4194b8415ec81064d51f,4.013402462005615
cdb9739d676e4f2db75063e1929be269,4.788505554199219
a675142697924d63818206ebed3df313,4.271821022033691
3e87eb4897314d6e8848e85bb3b3ef7f,4.275889873504639
3080da4917d94b4b81a914f94364d451,4.956443309783936
8677e5bd56814d58be4c2df1e89f3818,4.607424736022949
d6af7797763d41d3a89af10d726e2256,4.8430705070495605
9b9127679d0a4557942a5e4a22aa6853,4.645595073699951
7eadc2f04be7499e8a07e21d10a0b9ea,4.7587666511535645
a07e9ee0836b47b68b4b6dbeb972f6b6,4.538040637969971
2add871dacbc498eb9a26252ff23ffd4,4.831431865692139
913ab90fc5184a6fa07cc5a63f68e926,4.337504386901856
e0a612fa2eb14bc59d8c8b2591379302,4.6155877113342285
2b41e2eb93914ecabde4b9b1e7bf26a3,4.476986885070801
78794b1460f34fa4b66a1d1e4093c73b,4.351909160614014
e2add667046f472e9ee90a17b7635288,4.357814788818359
f11d50ee289a43a6a9906aa8ec5e847a,5.021721363067627
ec603cc080544d778556f79c99899d5a,4.406243324279785
9e768f78c7fd4f2d88b1f7797ab68b38,4.013803958892822
0f8c96a1f17644079f09275947ed7732,4.400807857513428
ee63fe6853d94a0d98b7fe3454ab6c39,4.67041015625
77b12589f4d644aeb479968426d342fd,4.457163333892822
1475aaae87564943bd4abb5e743abd37,5.266670227050781
952b5a18c4f54650844ebe1a25992291,4.689818859100342
a83251eb76fb44d59e5bd62bda3dffd8,4.526247501373291
6b1d0c8c2f78483d8b398b8d923a8928,4.1783952713012695
73709d068081444bae57eab6ddfa0ca3,4.462584972381592
62879bce8c05433fbc4b7b79b3175203,4.3803534507751465
984d06843bed40ba86cc85c9ee39d301,4.381713390350342
76f6e9dd53884ed1a2414ab5668343b0,4.854005813598633
286cf5c53b5c49d78102d18e11f13292,4.287612438201904
b93d539c4a624ef9978436f43b0f9740,4.417209625244141
e71df654ef154baa8c16121382017b62,4.326438903808594
6584767a1ee54788b5c313ec9b3a7490,4.584193706512451
36d5b5b961f24a6b8d6b4d14e6a51e31,4.148877143859863
265b543b82f04310a2c62618b938ac6e,4.155931949615479
0f09bcc9983942f9b99fa51c9b5a72f1,4.314388275146484
d6b066a406df4c6980eca387ae481ef9,4.763309001922607
115f7d5116d240d1b623a630d63f1609,4.494226932525635
f2cbcfad840c4728ba536eb64159cb50,3.780753374099731
0140bfc7fe9944ef85e2df422114cbb5,4.719204425811768
e371f5ae04b143e29ee6dc9fdd90f574,4.1631693840026855
e7e3ac6aef6947d095d2f329acfd0312,4.323913097381592
084a80e9dc5f4c5685c1c1e4fc33a22d,4.479930877685547
dbb52087461a43cab701ee2c093719d0,4.194632053375244
bd37124c71754f3099b4b3ebb8e83170,4.213489532470703
ec7eaa4727aa422bbaf84b30fb8d8dfa,4.439892768859863
b042e0d0941e4bfdb78878cb753b003e,4.679833889007568
a04fc75142c14100a955a40e25701f66,4.28240966796875
f6116e31299f4cdfaefcc145487e77e0,4.712563514709473
d447686259a247b990910d1a41bb31ef,4.099886894226074
e2bd381cb9234e8a841808e9528e4850,4.432748794555664
4062c0ca36c84e70948cf632e26ec918,3.7055492401123047
a3f4e972a04649aea53264a714e2d743,4.6357102394104
de75a28199ee4238a2cac10159702862,4.5933518409729
1b7eb821d98c484b8fcd5e32b8a13888,4.4323930740356445
4b32e7f889f04b9c84cf181948df260f,4.0323357582092285
e981d2050e194e32ab1b8b4a4a95ba96,4.231805324554443
7eb5406bb4e241f48acf316850f430b7,4.184034824371338
3b5a7561108643f18b9b1a79936ef95d,4.118527889251709
00c4e78617174e06b485e3862af79cce,4.231564521789551
657cc9ece0f44f58ace1769369b7528f,4.97206974029541
e7ed9bbea9ef4508a5de15ff1a05dcc3,4.251359462738037
3b8f71bb09ad46649b2a1cbbfa107b0c,4.301492214202881
2dbcd001f4af4390894e6860aeb84abb,4.266292095184326
cdb8b5621a1545388bf48385053b98c1,4.288640022277832
634c3c53937f485dae7987b7d377b32f,4.831905364990234
4f9dddcce8f2472898ec3b33f9f17fc5,4.316735744476318
22425ab632f14c7796089039a6f3f73d,4.3858184814453125
8ca77f537481487f9f86b57c718d807d,4.218348026275635
01283dc286ed49888d5314531cb1d6ba,4.034045219421387
56b0e573063f4d3a83b49000eb7c03f6,4.152111530303955
786f8b9c063448f3a9f6a16a35d588e5,4.270528316497803
462498b44e9a413ea94c58724b69ded5,3.974180221557617
548dce38fb6240bb8fc64de985e1e061,4.30379581451416
328a09528f9c4e5d91752ed046c4cfe8,4.010981559753418
4e984519e31f4c9bafc4e9836d95d0c0,4.568102836608887
f30973a5e4894bf09064e4d78b278a2c,4.604043006896973
2af3d041aa944749823548dd322eaa4c,4.724558353424072
b316800b2ed9485ab9d6f1a124fc1c40,4.310267925262451
00a50f092405425fa2b12abfc8856482,4.49312686920166
388542976c134ec481e1fd631e81b3dd,4.477874755859375
078c8fe595b44632bd69e37a7d6b411f,4.680041313171387
70f3602c22cf444ebc17ab1df1458411,4.238263130187988
d350ac923ebc4cd1a2adae58e29458a6,4.522937774658203
89b1c8f8cd1745b396410573bd63b88d,4.039055824279785
a912b548d6054ffb8d2b4d8ed46f7d81,4.055748462677002
929506f0b1ad46b39c856d7ab98a579e,4.201828002929688
c957130c12d64cbcad5f38cb680d5d13,4.705670833587647
ad441581c39b429fa1829ea95568b790,4.492282390594482
5667279c5fb3428cbebf3edca38827dd,4.661160469055176
943c84579aa5423dbe400a12e334b37d,4.134404182434082
1949c0b2d52a4628bf2ad4ebbec0727b,4.102816104888916
f69b53354e984a1c9a45506dee666793,5.000987529754639
a81856e5ada6431289268562e364d5b8,4.488088130950928
58139f6d916b49f9a6eb84ce0fec8b54,4.500349521636963
c05923bad9644d1c950c174d77154bcb,4.514323711395264
13bb74088d9346f99b80ff46b4596f7e,3.665360689163208
36602a01e58849fdbc26ea5000a51add,4.025998115539551
80239a8da6e444ffb0f7bf9800b4b53e,4.317511558532715
11ee65519e704b569e9c42e27ad4db00,4.586802959442139
0b9929633fd5458c8f234eb9d415ac06,4.440743446350098
5848a7712c66421c829f6421b57007ee,4.10027551651001
8e99fbf09f5e4db3902a573f0c973e34,4.725075721740723
b7b3a61f65f84bef962f84128703087a,4.310003280639648
66b44f895b4b4fcab3a1acfea5d294d8,4.428779125213623
9b4acc4a177c41e984a0199c6fdcf90e,4.892769813537598
10bee8d68e334ae4a806e651eccbe8cf,4.385334968566895
47139e439964450299845c5e6e9dedb1,4.247003078460693
12c0d0989e5c4dff9680b35c86df14cf,4.382469177246094
5eaf52e10a224f898b5f26d266e2f6b2,4.09207010269165
7a0d39ce643641ca979a8e9a0c134dd2,4.3245530128479
046f34e625f540a68e43cfc2fa22cf4d,4.385304927825928
d38799c06813423c87948f40dfce7aad,4.777164459228516
a0af1a47705947f884137313db212acc,4.185893535614014
09625d3b50944b3c8e48a1da9bf774be,4.56348991394043
e99f8129f7c44a5791fb5dda0248cf16,4.620976448059082
c8a2717734d0420294cac26831dffaf5,4.097355842590332
140c5c99478e443d8704d98664c70129,4.629327297210693
6afe740e436e4fb186095ae7bb1521c0,4.810677528381348
0a010aed0ed54101ae2e958beeb5bf60,4.115981101989746
78da4cb1bb384e6aa6bb973b1b529e8d,4.213062286376953
b9e33b4dd34f4d97b5bfa9402dc3ea25,4.304863929748535
c311c5a676c343e19b4848fc7faecd37,4.611287593841553
5cb156766f9c418f9490106c026e080b,4.238793849945068
e3b2f9caedf34ba2bb39d740f626f433,4.614063739776611
01b8a4ef9d3542cb87197771d72e2fa9,4.780084133148193
5f5a5d0a8fdd4525997d8a8262f0251e,4.6598663330078125
abe59cf8f6d64f8291104d3108a4fc88,4.256209850311279
a09a29b37bf24d05ad98073060d0b3e8,4.438594341278076
6c65429c6158426a99f95e0ddb7278b0,4.213420391082764
b1e71c28e462408b9eba5287a19c7754,4.232791900634766
3ba6fbeb67cf47b0ac189412d788bc06,4.719858169555664
22a5bbac905c4b958c61421f4ddb9b4c,4.5287699699401855
a2bc88557be8455fa0a46f8cd20d11cd,4.550163269042969
26bcf05e45ec41ee8091ae50ac6246e8,4.780757427215576
6a119badf4b646ee9e601966f35d314c,4.574615001678467
813034a150224215af7ab12277f1f2a0,4.359739303588867
8ff7a66a6a324303b43a832000c740d9,4.271489143371582
8376c877eb45401da6ff08ac31ebc9af,4.128887176513672
24e7ba2317c147c6937f18cf7cac6bcd,4.308732509613037
e5ec0f510a384d4f896529c297620ca7,4.751661777496338
82e49c242a1b4d9f8556aae4d49c44a1,4.755709171295166
82124b0dd6b8454f9653a746f6a62157,4.3799967765808105
cabf9ec5b6b1432ba6cc1c73e37fd39e,4.196471214294434
dfab3d9551c748c8931c640ac800a1ca,4.288916110992432
e6606955dedc41be8057ecdd16deecfb,4.059079647064209
ad6c3d8eca1f4615bb3b649e1c251234,4.429129123687744
48ef4c4b399246a6bd8de15e666c87d5,4.482506275177002
b5fe79bfba734dfe8ede63251eadb414,4.729323863983154
ab21ba6efb834e34ac5e61500bfc5bd7,4.225837230682373
08469acefe724b7faf5ccaf4c57aefd1,4.708765506744385
d0f9a87f5b6344e598ea0809be8b4b3d,4.4918532371521
68d12049d02f4b2a815d312a5e232f02,4.1208815574646
42561b09a50e4ab6aa235413b142e6ea,5.064239978790283
e200af72885d458b9095594e97d54936,4.167152404785156
f744a00ab352424ea12ee0be958269f3,4.428919792175293
8de3a0ecd46646a78006f0c38340066c,4.079807281494141
442acd96b4c4434bbca24a555fe5a859,4.383830547332764
237bcb7bb4fa4ee2b8c2aacd96408bbb,4.434388160705566
4f9953a63e5e4834b98a8c532e4b9fd3,3.4755821228027344
af16e1d79fc8440bacfc3e347fd4a347,4.5704665184021
e590cef4845e48559362f354c28bbca1,3.985160112380981
14276209ee464869a02113b1c7b8e2f8,4.236522674560547
209230b2fbf9470186530b2b4f229a37,4.452524662017822
6351f72f71e14ba8837f4b0947e19627,4.2462029457092285
210d6c8c7cff4a8288f709d33c60bf27,3.818385362625122
a7ab9f0f284a4923a88f10991f661fd5,4.049349308013916
aed1961274714904ab8c60ec6c1e84ee,4.6306891441345215
7961e38e29e04ee7ad5a9bf86226d302,4.432910442352295
dd3c36b2964c48bcb7788d7ee8291c6d,4.207906723022461
990b6b26307a46279859f8be34f0f001,4.581500053405762
220693996bd64ac6a09543649e7ecb0a,4.716790199279785
358439512a80477c9ffa25620877f675,4.341291427612305
0ab8fb742280494c99bf028f5f88014f,4.293235301971436
43d8a5878a4e42f293498cc5d99cd267,4.429605960845947
eee22ffdf878439fae3c2dbce9c45f00,4.804545879364014
fdba460e5f984010ae7d5bc662579c04,4.339898109436035
662449da43084588835baec30e9bebb9,4.787501811981201
d3d6ef3df3a9408d85e29c94df969ffe,4.3627448081970215
6cbf27c06c4b49b3ac5fb9026c41a343,4.595761775970459
a3f51ffe49ae4be990a43c23c2351bea,5.3068671226501465
868bc2a135e24a3ba32875b8950f8d3d,4.31907320022583
b839c6b2ebbe4a96946665fa48cb1fde,4.617928981781006
b419831836814f9f908d462173470a74,4.1192946434021
f430adc68d34485e83b15b854b719481,4.695033073425293
a3b3b005a99447c48e70b8a0a1387ce0,4.120221614837647
49965ac8dbeb4887a77957f34bbbfd05,3.9669907093048096
b2599b2f566b46fb900c22b0f476d15a,4.337989330291748
add665b4b6df4498a004ee9e93faa30f,4.364675998687744
e906b4917b1e49c7aeff8f9830bc168b,4.343650341033936
3e0974a4f00542b9984219efad0ef729,4.716126918792725
8ada9ac9ad5c49d88ee767351d1ac005,4.132470607757568
a212f04c08c34ab3be8dc5459b233582,4.9490580558776855
011636bb776341f086315ad1c552e6de,4.3424391746521
0109df2493b24fbb93be44468a02ef9e,4.405771732330322
464ae8058ce54031afa8c3e84cc23d56,4.627686977386475
7362e2dfd2c34d4191a7cf88625ff654,4.325958728790283
1696eb0e3b644e05aa1b119765e6e767,4.546907901763916
677aaba6ff03443b8ea0e4f210795819,4.124110698699951
8a88699f61d14dfdb6cd7221568cf5d6,4.12740421295166
97c1c0c9ec6e49b993b37efca14fa830,4.517134189605713
a3505100ab844e5ea091ea7662df79f7,4.011752128601074
1bc6532d191d423594a815af6bf9f144,3.982645511627197
b3178443a7024375a239b9c3170afc00,3.880728244781494
5305b4ba27c64af4afd9ff0885a74bec,4.723388671875
cce616a29b0447a682ee7e7c17cfd1ca,4.427280902862549
acc658b0f0854aedae9d8033e4297886,4.6649675369262695
39e6ef53fe714be38ebfd278878e2c10,4.404465675354004
3df06681eedc465b8b85325dc91b849c,4.017649173736572
d31e699b250d486f9476ffe21d0709f9,4.493673324584961
2043346cabc742a9b704204888d7690d,4.530408382415772
36dace223ea044c9884163076ced2440,4.008118629455566
b8286ef1272f410785a01d00ce765ed1,4.148151874542236
16ed96dee1e04f7a8e1c80c956669b94,4.437386512756348
c9589f1f4eed42a89037ee07f575a5e2,4.394519329071045
8ac7d2f2820f46ceb434e625e4984c47,4.40297794342041
6367bd7ca96049edbb41e966f9e8e717,4.456661701202393
1cb03f6ef0cd4719af82d6fa61523855,3.9806392192840576
e6b99be4f2b54461a80139845ad08e73,4.412164211273193
c72436d9fb804ac096d4470f6fe077dd,4.107493877410889
a04a9a2e566249b59655362a5a1a650c,4.4566497802734375
bc2fb64f8bc64bf488d91b142620b6f0,4.955679416656494
8a9912dc94694a5e982efebd70e0380b,4.602828025817871
75bb4a90ced84bd58fb1a3e253cf1d82,4.851132869720459
0f3005faf6b0469089680d463fa930cf,3.9564969539642334
d0789bbb524445078cbb9b0b2ec397fa,4.07716703414917
f5bdc7d8812244fea4ff307e8cfe2a1f,4.753353118896484
43b13e161ec7473e8b77556254a3e327,4.230803489685059
947cb1773c91420ab6a539bc616b3c95,4.663327217102051
87990981aa1341699e8295a42e7d7453,4.125525951385498
deb293b732db4d64b2925832d637146f,4.078245639801025
475b5143d0cf42abbeba2b9cf35619b6,4.864792823791504
c253e41bc1c049b7b3dda1851ba50bf7,4.468208312988281
d826b392bfd24cad87b08bb76d480f3b,4.253050804138184
60e6846936074bacb67a32bf7e574e8d,4.079574108123779
d8c1eb78bc6d4e0185c722fd2f5f7b67,4.312129497528076
909610e760464ae0a5018ac7d0540736,4.247723579406738
14e95d6cca85417886254fea0ed26caa,3.962938070297241
8fb0c2ad544540cbbaecdbb3045f99c4,4.25587797164917
573f4527c50a4c7ba33202661627c675,4.621198177337647
fa4fb43a75054b878b17265ea7293210,4.68510627746582
9da4b3c2dad6423d8ab6bd2f9acddd46,4.580093383789063
8124e35102d24a939b2dd963ec1b1cf1,4.495973110198975
e4b335ea686f4962a7ed7cb57c60a863,4.281014919281006
80533a651100476eb3a4eef9f803cf4f,4.989827632904053
3deb445381fd4568936f54c7e09abdca,4.060696601867676
77748f51f2d14c9fab18fd2a70175c31,4.175830841064453
7e3e8d0e84ab47ac8376447a0476a4ac,3.985117435455322
7d1a175f4d064560aaf63af2ffb3b317,4.212696075439453
4107e11fae774c64b3612e9f5f4135e3,4.321578502655029
3869d5d2b8134c0bb8177aa3d2a7dfd8,4.704092502593994
6dcec535c1f043158bd766de36040c5c,4.5476250648498535
7bbc8779c07c45abadc298bf1c141731,4.335225582122803
efa1df29ea0a4752a275aa2abc7ffdeb,4.610099315643311
0aafe1dba1144c49b7a393761ffab33a,4.209418296813965
8b033974bc18479db6c577b32d705592,4.355549812316895
f046fcd2c9c446fa9ecee2101da217c9,4.949492931365967
bb08c990da7d41a986d8cfc57053095d,4.113715648651123
5984315d9bc14c91918659a7e5082b29,4.489997863769531
653eb28dac0f4dfcbfe9d6f909bce88d,4.337954998016357
39af3dee4d2e42679a823a95ae7b38aa,4.68080997467041
8b3969c831b941d48e17e9fb31fbf0a2,4.561679840087891
7ef708fecac5436b8ed1f3f0d41ab3e5,4.196046352386475
